,Nurse,2022-05-01-mañana,2022-05-01-tarde,2022-05-02-mañana,2022-05-02-tarde,2022-05-03-mañana,2022-05-03-tarde,2022-05-04-mañana,2022-05-04-tarde,2022-05-05-mañana,2022-05-05-tarde,2022-05-06-mañana,2022-05-06-tarde,2022-05-07-mañana,2022-05-07-tarde,2022-05-08-mañana,2022-05-08-tarde,2022-05-09-mañana,2022-05-09-tarde,2022-05-10-mañana,2022-05-10-tarde,2022-05-11-mañana,2022-05-11-tarde,2022-05-12-mañana,2022-05-12-tarde,2022-05-13-mañana,2022-05-13-tarde,2022-05-14-mañana,2022-05-14-tarde,2022-05-15-mañana,2022-05-15-tarde,2022-05-16-mañana,2022-05-16-tarde,2022-05-17-mañana,2022-05-17-tarde,2022-05-18-mañana,2022-05-18-tarde,2022-05-19-mañana,2022-05-19-tarde,2022-05-20-mañana,2022-05-20-tarde,2022-05-21-mañana,2022-05-21-tarde,2022-05-22-mañana,2022-05-22-tarde,2022-05-23-mañana,2022-05-23-tarde,2022-05-24-mañana,2022-05-24-tarde,2022-05-25-mañana,2022-05-25-tarde,2022-05-26-mañana,2022-05-26-tarde,2022-05-27-mañana,2022-05-27-tarde,2022-05-28-mañana,2022-05-28-tarde,2022-05-29-mañana,2022-05-29-tarde,2022-05-30-mañana,2022-05-30-tarde,2022-05-31-mañana,2022-05-31-tarde,objective_1,objective_2
0,person_9,M,-,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,CHX,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,COM,-,3.0,23.375
1,person_4,DISP,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,-,DISP,-,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,3.0,23.375
2,person_3,-,-,-,-,M,-,-,-,COM,-,COM,-,DISP,-,-,-,-,CHX,-,-,-,-,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,DISP,-,-,-,-,-,3.0,23.375
3,person_7,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,-,T2,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,-,-,3.0,23.375
4,person_5,-,-,-,-,-,CHX,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,-,-,-,-,-,-,-,3.0,23.375
5,person_2,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,3.0,23.375
6,person_8,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,3.0,23.375
7,person_6,M,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,M,-,-,-,M,-,3.0,23.375
8,person_11,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,-,T2,-,-,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,3.0,23.375
9,person_1,-,T1,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,-,-,T2,-,T1,-,-,-,-,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,3.0,23.375
10,person_10,-,T1,-,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,3.0,23.375
11,person_9,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,5.0,22.375
12,person_4,DISP,-,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,-,COM,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,-,T1,-,T1,5.0,22.375
13,person_3,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,-,-,-,5.0,22.375
14,person_7,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,DISP,-,COM,-,5.0,22.375
15,person_5,-,T1,-,-,COM,-,COM,-,COM,-,COM,-,-,-,-,-,-,CHX,-,T1,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,-,5.0,22.375
16,person_2,-,-,-,T1,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,5.0,22.375
17,person_8,-,-,M,-,-,-,M,-,-,-,M,-,COM,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,M,-,M,-,5.0,22.375
18,person_6,-,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,5.0,22.375
19,person_11,M,-,-,T2,-,T2,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,-,-,-,M,-,M,-,5.0,22.375
20,person_1,-,-,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,-,-,T2,-,T1,-,T1,-,T1,-,T2,-,T1,-,-,-,T2,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,-,-,T2,5.0,22.375
21,person_10,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,5.0,22.375
0,person_9,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,M,-,DISP,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,DISP,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,M,-,DISP,-,-,-,6.0,21.4375
1,person_4,DISP,-,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,-,-,-,T2,-,-,-,-,-,-,-,-,-,T1,6.0,21.4375
