,Nurse,2022-11-01-mañana,2022-11-01-tarde,2022-11-02-mañana,2022-11-02-tarde,2022-11-03-mañana,2022-11-03-tarde,2022-11-04-mañana,2022-11-04-tarde,2022-11-05-mañana,2022-11-05-tarde,2022-11-06-mañana,2022-11-06-tarde,2022-11-07-mañana,2022-11-07-tarde,2022-11-08-mañana,2022-11-08-tarde,2022-11-09-mañana,2022-11-09-tarde,2022-11-10-mañana,2022-11-10-tarde,2022-11-11-mañana,2022-11-11-tarde,2022-11-12-mañana,2022-11-12-tarde,2022-11-13-mañana,2022-11-13-tarde,2022-11-14-mañana,2022-11-14-tarde,2022-11-15-mañana,2022-11-15-tarde,2022-11-16-mañana,2022-11-16-tarde,2022-11-17-mañana,2022-11-17-tarde,2022-11-18-mañana,2022-11-18-tarde,2022-11-19-mañana,2022-11-19-tarde,2022-11-20-mañana,2022-11-20-tarde,2022-11-21-mañana,2022-11-21-tarde,2022-11-22-mañana,2022-11-22-tarde,2022-11-23-mañana,2022-11-23-tarde,2022-11-24-mañana,2022-11-24-tarde,2022-11-25-mañana,2022-11-25-tarde,2022-11-26-mañana,2022-11-26-tarde,2022-11-27-mañana,2022-11-27-tarde,2022-11-28-mañana,2022-11-28-tarde,2022-11-29-mañana,2022-11-29-tarde,2022-11-30-mañana,2022-11-30-tarde,objective_1,objective_2
0,person_6,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,T2,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,CHX,-,T2,-,-,2.0,23.4375
1,person_4,-,-,-,T2,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0,23.4375
2,person_5,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,T1,-,CHX,2.0,23.4375
3,person_3,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,COM,-,-,-,M,-,DISP,-,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,-,-,M,-,M,-,-,-,M,-,2.0,23.4375
4,person_1,-,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,-,T2,-,T2,-,-,-,-,-,-,-,-,-,-,-,T2,2.0,23.4375
5,person_8,M,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,M,-,-,CHX,-,CHX,-,T1,-,T1,-,T2,-,-,-,T1,-,-,M,-,M,-,2.0,23.4375
6,person_9,COM,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,M,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,COM,-,2.0,23.4375
7,person_2,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,T2,-,T1,-,T2,-,CHX,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,M,-,-,-,2.0,23.4375
8,person_7,-,CHX,-,-,-,T2,-,T1,-,-,-,-,M,-,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,T2,-,CHX,-,T1,2.0,23.4375
0,person_6,-,CHX,-,T2,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,-,M,-,M,-,-,-,4.0,21.4375
1,person_4,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,T1,-,-,DISP,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.0,21.4375
2,person_5,M,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,T2,-,CHX,4.0,21.4375
3,person_3,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,COM,-,4.0,21.4375
4,person_1,-,-,-,T1,-,T2,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,COM,-,-,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,-,-,M,-,4.0,21.4375
5,person_8,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,T2,-,T2,-,-,-,T1,-,T2,-,CHX,-,T2,4.0,21.4375
6,person_9,M,-,M,-,M,-,-,-,-,-,DISP,-,DISP,-,M,-,M,-,-,-,-,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T2,-,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,COM,-,4.0,21.4375
7,person_2,COM,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,4.0,21.4375
8,person_7,-,-,-,-,COM,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,-,-,T2,-,-,-,-,-,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,4.0,21.4375
