,Nurse,2022-11-01-mañana,2022-11-01-tarde,2022-11-02-mañana,2022-11-02-tarde,2022-11-03-mañana,2022-11-03-tarde,2022-11-04-mañana,2022-11-04-tarde,2022-11-05-mañana,2022-11-05-tarde,2022-11-06-mañana,2022-11-06-tarde,2022-11-07-mañana,2022-11-07-tarde,2022-11-08-mañana,2022-11-08-tarde,2022-11-09-mañana,2022-11-09-tarde,2022-11-10-mañana,2022-11-10-tarde,2022-11-11-mañana,2022-11-11-tarde,2022-11-12-mañana,2022-11-12-tarde,2022-11-13-mañana,2022-11-13-tarde,2022-11-14-mañana,2022-11-14-tarde,2022-11-15-mañana,2022-11-15-tarde,2022-11-16-mañana,2022-11-16-tarde,2022-11-17-mañana,2022-11-17-tarde,2022-11-18-mañana,2022-11-18-tarde,2022-11-19-mañana,2022-11-19-tarde,2022-11-20-mañana,2022-11-20-tarde,2022-11-21-mañana,2022-11-21-tarde,2022-11-22-mañana,2022-11-22-tarde,2022-11-23-mañana,2022-11-23-tarde,2022-11-24-mañana,2022-11-24-tarde,2022-11-25-mañana,2022-11-25-tarde,2022-11-26-mañana,2022-11-26-tarde,2022-11-27-mañana,2022-11-27-tarde,2022-11-28-mañana,2022-11-28-tarde,2022-11-29-mañana,2022-11-29-tarde,2022-11-30-mañana,2022-11-30-tarde,objective_1,objective_2
0,person_8,-,T1,-,CHX,-,-,-,T2,-,T1,-,-,-,-,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,-,-,M,-,M,-,-,-,-,-,DISP,-,-,-,-,T1,-,T2,-,-,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,-,4.0,12.5
1,person_1,-,CHX,-,T1,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T1,4.0,12.5
2,person_5,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,T2,-,T2,-,T2,-,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,4.0,12.5
3,person_3,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,-,DISP,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,-,-,-,-,-,-,M,-,COM,-,M,-,COM,-,4.0,12.5
4,person_6,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,COM,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,4.0,12.5
5,person_4,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,CHX,-,T1,-,T2,4.0,12.5
6,person_2,-,T2,-,-,-,CHX,-,CHX,-,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,T1,-,-,-,-,4.0,12.5
7,person_7,-,-,-,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,COM,-,M,-,4.0,12.5
8,person_8,-,T2,-,T2,-,-,-,T2,-,-,-,T1,-,-,-,CHX,-,-,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,-,-,-,-,T2,-,CHX,-,-,6.0,11.187499999999996
9,person_1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,T2,6.0,11.187499999999996
10,person_5,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,CHX,6.0,11.187499999999996
11,person_3,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,-,T2,-,T1,-,-,-,T2,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,COM,-,-,-,-,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,COM,-,6.0,11.187499999999996
12,person_6,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,DISP,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,6.0,11.187499999999996
13,person_4,-,-,-,-,-,T1,-,CHX,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,DISP,-,DISP,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,6.0,11.187499999999996
14,person_2,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,T2,-,-,-,-,-,T1,-,-,-,-,6.0,11.187499999999996
15,person_7,-,-,-,-,COM,-,M,-,-,-,M,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,CHX,-,T1,-,T1,6.0,11.187499999999996
16,person_8,-,T2,-,T2,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,T2,-,T2,-,-,-,-,-,T2,-,-,-,-,-,T2,-,CHX,-,-,7.0,10.5
17,person_1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,T2,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,T2,-,T2,7.0,10.5
