,Nurse,2022-04-01-mañana,2022-04-01-tarde,2022-04-02-mañana,2022-04-02-tarde,2022-04-03-mañana,2022-04-03-tarde,2022-04-04-mañana,2022-04-04-tarde,2022-04-05-mañana,2022-04-05-tarde,2022-04-06-mañana,2022-04-06-tarde,2022-04-07-mañana,2022-04-07-tarde,2022-04-08-mañana,2022-04-08-tarde,2022-04-09-mañana,2022-04-09-tarde,2022-04-10-mañana,2022-04-10-tarde,2022-04-11-mañana,2022-04-11-tarde,2022-04-12-mañana,2022-04-12-tarde,2022-04-13-mañana,2022-04-13-tarde,2022-04-14-mañana,2022-04-14-tarde,2022-04-15-mañana,2022-04-15-tarde,2022-04-16-mañana,2022-04-16-tarde,2022-04-17-mañana,2022-04-17-tarde,2022-04-18-mañana,2022-04-18-tarde,2022-04-19-mañana,2022-04-19-tarde,2022-04-20-mañana,2022-04-20-tarde,2022-04-21-mañana,2022-04-21-tarde,2022-04-22-mañana,2022-04-22-tarde,2022-04-23-mañana,2022-04-23-tarde,2022-04-24-mañana,2022-04-24-tarde,2022-04-25-mañana,2022-04-25-tarde,2022-04-26-mañana,2022-04-26-tarde,2022-04-27-mañana,2022-04-27-tarde,2022-04-28-mañana,2022-04-28-tarde,2022-04-29-mañana,2022-04-29-tarde,2022-04-30-mañana,2022-04-30-tarde,objective_1,objective_2
0,person_5,COM,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,-,T2,-,T2,-,T2,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,M,-,COM,-,COM,-,9.0,11.0625
1,person_3,-,CHX,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,-,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,DISP,-,9.0,11.0625
2,person_6,COM,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,DISP,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,9.0,11.0625
3,person_7,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,T2,-,T2,9.0,11.0625
4,person_1,M,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,-,T1,-,T1,-,T2,-,T1,-,-,9.0,11.0625
5,person_4,M,-,M,-,-,-,-,T2,-,T2,-,-,-,T1,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,COM,-,M,-,M,-,COM,-,M,-,M,-,9.0,11.0625
6,person_8,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T2,-,T2,-,T2,-,-,-,-,-,T2,9.0,11.0625
7,person_2,-,T2,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,M,-,M,-,DISP,-,DISP,-,-,-,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,9.0,11.0625
8,person_5,COM,-,M,-,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,COM,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,-,-,11.0,10.25
9,person_3,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,M,-,M,-,11.0,10.25
