,Nurse,2023-11-01-mañana,2023-11-01-tarde,2023-11-02-mañana,2023-11-02-tarde,2023-11-03-mañana,2023-11-03-tarde,2023-11-04-mañana,2023-11-04-tarde,2023-11-05-mañana,2023-11-05-tarde,2023-11-06-mañana,2023-11-06-tarde,2023-11-07-mañana,2023-11-07-tarde,2023-11-08-mañana,2023-11-08-tarde,2023-11-09-mañana,2023-11-09-tarde,2023-11-10-mañana,2023-11-10-tarde,2023-11-11-mañana,2023-11-11-tarde,2023-11-12-mañana,2023-11-12-tarde,2023-11-13-mañana,2023-11-13-tarde,2023-11-14-mañana,2023-11-14-tarde,2023-11-15-mañana,2023-11-15-tarde,2023-11-16-mañana,2023-11-16-tarde,2023-11-17-mañana,2023-11-17-tarde,2023-11-18-mañana,2023-11-18-tarde,2023-11-19-mañana,2023-11-19-tarde,2023-11-20-mañana,2023-11-20-tarde,2023-11-21-mañana,2023-11-21-tarde,2023-11-22-mañana,2023-11-22-tarde,2023-11-23-mañana,2023-11-23-tarde,2023-11-24-mañana,2023-11-24-tarde,2023-11-25-mañana,2023-11-25-tarde,2023-11-26-mañana,2023-11-26-tarde,2023-11-27-mañana,2023-11-27-tarde,2023-11-28-mañana,2023-11-28-tarde,2023-11-29-mañana,2023-11-29-tarde,2023-11-30-mañana,2023-11-30-tarde,objective_1,objective_2
0,person_3,-,T1,-,CHX,-,T2,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,-,T1,-,T2,-,T2,-,T1,3.0,12.5
1,person_7,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,COM,-,-,-,COM,-,M,-,3.0,12.5
2,person_6,M,-,-,-,COM,-,M,-,-,-,-,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,3.0,12.5
3,person_5,-,-,M,-,M,-,-,-,DISP,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,COM,-,-,-,M,-,-,-,-,CHX,-,-,-,-,-,CHX,3.0,12.5
4,person_4,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,COM,-,3.0,12.5
5,person_2,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,T1,3.0,12.5
6,person_9,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,CHX,-,T1,-,T2,3.0,12.5
7,person_8,-,T2,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,3.0,12.5
8,person_1,M,-,COM,-,-,-,DISP,-,-,-,DISP,-,COM,-,M,-,-,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,-,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,-,T2,-,T1,-,CHX,-,CHX,3.0,12.5
9,person_3,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,CHX,-,T1,5.0,11.5
10,person_7,-,T1,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,T2,-,T2,5.0,11.5
11,person_6,M,-,-,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,5.0,11.5
12,person_5,-,-,M,-,COM,-,-,-,M,-,-,T1,-,-,-,T2,-,CHX,-,T1,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,-,-,-,-,CHX,5.0,11.5
