,Nurse,2023-11-01-mañana,2023-11-01-tarde,2023-11-02-mañana,2023-11-02-tarde,2023-11-03-mañana,2023-11-03-tarde,2023-11-04-mañana,2023-11-04-tarde,2023-11-05-mañana,2023-11-05-tarde,2023-11-06-mañana,2023-11-06-tarde,2023-11-07-mañana,2023-11-07-tarde,2023-11-08-mañana,2023-11-08-tarde,2023-11-09-mañana,2023-11-09-tarde,2023-11-10-mañana,2023-11-10-tarde,2023-11-11-mañana,2023-11-11-tarde,2023-11-12-mañana,2023-11-12-tarde,2023-11-13-mañana,2023-11-13-tarde,2023-11-14-mañana,2023-11-14-tarde,2023-11-15-mañana,2023-11-15-tarde,2023-11-16-mañana,2023-11-16-tarde,2023-11-17-mañana,2023-11-17-tarde,2023-11-18-mañana,2023-11-18-tarde,2023-11-19-mañana,2023-11-19-tarde,2023-11-20-mañana,2023-11-20-tarde,2023-11-21-mañana,2023-11-21-tarde,2023-11-22-mañana,2023-11-22-tarde,2023-11-23-mañana,2023-11-23-tarde,2023-11-24-mañana,2023-11-24-tarde,2023-11-25-mañana,2023-11-25-tarde,2023-11-26-mañana,2023-11-26-tarde,2023-11-27-mañana,2023-11-27-tarde,2023-11-28-mañana,2023-11-28-tarde,2023-11-29-mañana,2023-11-29-tarde,2023-11-30-mañana,2023-11-30-tarde,objective_1,objective_2
0,person_4,-,T2,-,T1,-,T1,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,-,-,-,6.0,25.375
1,person_8,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,T2,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T2,6.0,25.375
2,person_2,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,DISP,-,-,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,COM,-,-,-,M,-,6.0,25.375
3,person_5,M,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,6.0,25.375
4,person_9,-,-,M,-,-,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,M,-,M,-,COM,-,6.0,25.375
5,person_7,COM,-,COM,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,CHX,6.0,25.375
6,person_6,M,-,-,-,M,-,-,-,DISP,-,-,-,-,-,-,-,COM,-,M,-,-,-,DISP,-,-,-,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,T2,-,T1,-,-,-,-,6.0,25.375
7,person_3,-,T2,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,25.375
8,person_10,-,CHX,-,-,-,T2,-,-,-,T1,-,-,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,T2,-,T2,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,6.0,25.375
9,person_1,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,COM,-,-,-,M,-,-,-,6.0,25.375
