,Nurse,2023-06-01-mañana,2023-06-01-tarde,2023-06-02-mañana,2023-06-02-tarde,2023-06-03-mañana,2023-06-03-tarde,2023-06-04-mañana,2023-06-04-tarde,2023-06-05-mañana,2023-06-05-tarde,2023-06-06-mañana,2023-06-06-tarde,2023-06-07-mañana,2023-06-07-tarde,2023-06-08-mañana,2023-06-08-tarde,2023-06-09-mañana,2023-06-09-tarde,2023-06-10-mañana,2023-06-10-tarde,2023-06-11-mañana,2023-06-11-tarde,2023-06-12-mañana,2023-06-12-tarde,2023-06-13-mañana,2023-06-13-tarde,2023-06-14-mañana,2023-06-14-tarde,2023-06-15-mañana,2023-06-15-tarde,2023-06-16-mañana,2023-06-16-tarde,2023-06-17-mañana,2023-06-17-tarde,2023-06-18-mañana,2023-06-18-tarde,2023-06-19-mañana,2023-06-19-tarde,2023-06-20-mañana,2023-06-20-tarde,2023-06-21-mañana,2023-06-21-tarde,2023-06-22-mañana,2023-06-22-tarde,2023-06-23-mañana,2023-06-23-tarde,2023-06-24-mañana,2023-06-24-tarde,2023-06-25-mañana,2023-06-25-tarde,2023-06-26-mañana,2023-06-26-tarde,2023-06-27-mañana,2023-06-27-tarde,2023-06-28-mañana,2023-06-28-tarde,2023-06-29-mañana,2023-06-29-tarde,2023-06-30-mañana,2023-06-30-tarde,objective_1,objective_2
0,person_1,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,CHX,-,-,-,T2,-,T1,-,T1,7.0,13.5625
1,person_4,-,T2,-,CHX,-,-,-,-,-,CHX,-,T2,-,-,-,CHX,-,T1,-,T1,-,-,M,-,M,-,-,-,-,-,COM,-,-,-,M,-,DISP,-,COM,-,COM,-,COM,-,COM,-,M,-,-,-,-,T2,-,T1,-,T1,-,-,-,T2,7.0,13.5625
2,person_7,-,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,-,-,-,CHX,-,T2,-,-,7.0,13.5625
3,person_3,-,-,COM,-,-,-,DISP,-,COM,-,-,-,-,-,M,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,-,-,-,T1,-,-,-,CHX,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,7.0,13.5625
4,person_5,-,CHX,-,T2,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,7.0,13.5625
5,person_9,M,-,M,-,DISP,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,DISP,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,COM,-,7.0,13.5625
6,person_8,-,-,M,-,-,-,-,-,M,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,T2,-,T2,-,-,-,-,-,T2,7.0,13.5625
7,person_6,M,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,M,-,M,-,COM,-,M,-,-,-,7.0,13.5625
8,person_2,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,7.0,13.5625
9,person_1,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,-,-,T2,-,T1,-,T1,9.0,11.5625
10,person_4,-,CHX,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,M,-,M,-,-,-,M,-,COM,-,-,-,-,-,M,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,T1,-,T1,-,-,-,CHX,9.0,11.5625
11,person_7,-,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,CHX,-,-,-,CHX,-,T2,-,T2,9.0,11.5625
12,person_3,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,DISP,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,9.0,11.5625
13,person_5,-,T2,-,T2,-,-,-,-,-,T2,-,T2,-,T1,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,T2,-,T1,-,-,M,-,M,-,-,-,-,-,M,-,DISP,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,CHX,9.0,11.5625
14,person_9,M,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,DISP,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,9.0,11.5625
15,person_8,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,T2,-,-,-,T1,-,T2,-,T2,-,-,-,-,-,T2,9.0,11.5625
16,person_6,COM,-,COM,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T1,-,-,M,-,M,-,COM,-,M,-,M,-,9.0,11.5625
17,person_2,M,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,9.0,11.5625
18,person_1,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,T1,10.0,10.5625
19,person_4,-,T2,-,CHX,-,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,T1,-,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,M,-,DISP,-,COM,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,T1,-,CHX,-,T2,10.0,10.5625
20,person_7,-,-,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,-,-,CHX,-,T2,-,T2,10.0,10.5625
21,person_3,-,-,COM,-,-,-,DISP,-,COM,-,COM,-,-,-,-,-,M,-,M,-,-,-,-,T1,-,T2,-,T1,-,-,-,CHX,-,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,-,M,-,10.0,10.5625
22,person_5,M,-,M,-,-,-,M,-,-,T2,-,CHX,-,T1,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T2,-,T1,-,-,-,T1,-,T1,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,-,-,T2,-,CHX,10.0,10.5625
23,person_9,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,10.0,10.5625
24,person_8,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,CHX,-,-,-,T1,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,T2,-,-,-,-,-,T2,10.0,10.5625
