,Nurse,2022-11-01-mañana,2022-11-01-tarde,2022-11-02-mañana,2022-11-02-tarde,2022-11-03-mañana,2022-11-03-tarde,2022-11-04-mañana,2022-11-04-tarde,2022-11-05-mañana,2022-11-05-tarde,2022-11-06-mañana,2022-11-06-tarde,2022-11-07-mañana,2022-11-07-tarde,2022-11-08-mañana,2022-11-08-tarde,2022-11-09-mañana,2022-11-09-tarde,2022-11-10-mañana,2022-11-10-tarde,2022-11-11-mañana,2022-11-11-tarde,2022-11-12-mañana,2022-11-12-tarde,2022-11-13-mañana,2022-11-13-tarde,2022-11-14-mañana,2022-11-14-tarde,2022-11-15-mañana,2022-11-15-tarde,2022-11-16-mañana,2022-11-16-tarde,2022-11-17-mañana,2022-11-17-tarde,2022-11-18-mañana,2022-11-18-tarde,2022-11-19-mañana,2022-11-19-tarde,2022-11-20-mañana,2022-11-20-tarde,2022-11-21-mañana,2022-11-21-tarde,2022-11-22-mañana,2022-11-22-tarde,2022-11-23-mañana,2022-11-23-tarde,2022-11-24-mañana,2022-11-24-tarde,2022-11-25-mañana,2022-11-25-tarde,2022-11-26-mañana,2022-11-26-tarde,2022-11-27-mañana,2022-11-27-tarde,2022-11-28-mañana,2022-11-28-tarde,2022-11-29-mañana,2022-11-29-tarde,2022-11-30-mañana,2022-11-30-tarde,objective_1,objective_2
0,person_7,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,T2,-,-,-,T1,-,-,-,T2,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,CHX,-,T2,-,-,5.0,13.625
1,person_6,COM,-,M,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,5.0,13.625
2,person_9,M,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,COM,-,-,-,COM,-,-,-,-,T1,-,CHX,5.0,13.625
3,person_5,COM,-,-,-,-,-,-,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,M,-,-,CHX,-,T1,-,-,5.0,13.625
4,person_14,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,T2,-,CHX,5.0,13.625
5,person_13,M,-,COM,-,COM,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,CHX,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,COM,-,M,-,COM,-,5.0,13.625
6,person_3,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,CHX,5.0,13.625
7,person_2,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,T2,5.0,13.625
8,person_1,-,-,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,5.0,13.625
9,person_8,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,-,-,COM,-,-,T1,-,T2,-,T1,-,CHX,-,-,-,-,-,-,COM,-,COM,-,M,-,5.0,13.625
