,Nurse,2023-04-01-mañana,2023-04-01-tarde,2023-04-02-mañana,2023-04-02-tarde,2023-04-03-mañana,2023-04-03-tarde,2023-04-04-mañana,2023-04-04-tarde,2023-04-05-mañana,2023-04-05-tarde,2023-04-06-mañana,2023-04-06-tarde,2023-04-07-mañana,2023-04-07-tarde,2023-04-08-mañana,2023-04-08-tarde,2023-04-09-mañana,2023-04-09-tarde,2023-04-10-mañana,2023-04-10-tarde,2023-04-11-mañana,2023-04-11-tarde,2023-04-12-mañana,2023-04-12-tarde,2023-04-13-mañana,2023-04-13-tarde,2023-04-14-mañana,2023-04-14-tarde,2023-04-15-mañana,2023-04-15-tarde,2023-04-16-mañana,2023-04-16-tarde,2023-04-17-mañana,2023-04-17-tarde,2023-04-18-mañana,2023-04-18-tarde,2023-04-19-mañana,2023-04-19-tarde,2023-04-20-mañana,2023-04-20-tarde,2023-04-21-mañana,2023-04-21-tarde,2023-04-22-mañana,2023-04-22-tarde,2023-04-23-mañana,2023-04-23-tarde,2023-04-24-mañana,2023-04-24-tarde,2023-04-25-mañana,2023-04-25-tarde,2023-04-26-mañana,2023-04-26-tarde,2023-04-27-mañana,2023-04-27-tarde,2023-04-28-mañana,2023-04-28-tarde,2023-04-29-mañana,2023-04-29-tarde,2023-04-30-mañana,2023-04-30-tarde,objective_1,objective_2
0,person_2,-,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,0.0,13.625
1,person_9,-,-,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,T1,-,CHX,-,-,-,T1,-,T2,-,T2,-,T2,-,T2,-,T2,-,-,-,-,0.0,13.625
2,person_6,M,-,-,-,-,T1,-,T2,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,-,-,-,-,-,-,-,-,DISP,-,0.0,13.625
3,person_5,-,T1,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,-,-,-,-,T2,-,-,-,T1,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,0.0,13.625
4,person_8,-,-,-,-,M,-,COM,-,-,-,M,-,-,-,-,-,DISP,-,M,-,-,-,M,-,-,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,M,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,-,-,M,-,-,-,0.0,13.625
5,person_10,-,-,DISP,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,0.0,13.625
6,person_7,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,-,T2,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,0.0,13.625
7,person_1,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,-,T1,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,0.0,13.625
8,person_4,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,T1,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,-,-,-,-,CHX,-,-,-,-,0.0,13.625
9,person_3,DISP,-,-,-,COM,-,-,-,-,-,DISP,-,DISP,-,DISP,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,COM,-,DISP,-,-,-,0.0,13.625
