,Nurse,2023-10-01-mañana,2023-10-01-tarde,2023-10-02-mañana,2023-10-02-tarde,2023-10-03-mañana,2023-10-03-tarde,2023-10-04-mañana,2023-10-04-tarde,2023-10-05-mañana,2023-10-05-tarde,2023-10-06-mañana,2023-10-06-tarde,2023-10-07-mañana,2023-10-07-tarde,2023-10-08-mañana,2023-10-08-tarde,2023-10-09-mañana,2023-10-09-tarde,2023-10-10-mañana,2023-10-10-tarde,2023-10-11-mañana,2023-10-11-tarde,2023-10-12-mañana,2023-10-12-tarde,2023-10-13-mañana,2023-10-13-tarde,2023-10-14-mañana,2023-10-14-tarde,2023-10-15-mañana,2023-10-15-tarde,2023-10-16-mañana,2023-10-16-tarde,2023-10-17-mañana,2023-10-17-tarde,2023-10-18-mañana,2023-10-18-tarde,2023-10-19-mañana,2023-10-19-tarde,2023-10-20-mañana,2023-10-20-tarde,2023-10-21-mañana,2023-10-21-tarde,2023-10-22-mañana,2023-10-22-tarde,2023-10-23-mañana,2023-10-23-tarde,2023-10-24-mañana,2023-10-24-tarde,2023-10-25-mañana,2023-10-25-tarde,2023-10-26-mañana,2023-10-26-tarde,2023-10-27-mañana,2023-10-27-tarde,2023-10-28-mañana,2023-10-28-tarde,2023-10-29-mañana,2023-10-29-tarde,2023-10-30-mañana,2023-10-30-tarde,2023-10-31-mañana,2023-10-31-tarde,objective_1,objective_2
0,person_1,M,-,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,DISP,-,M,-,M,-,M,-,-,-,-,-,COM,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,12.0,22.4375
1,person_12,-,-,M,-,-,-,M,-,-,-,M,-,-,-,M,-,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,T1,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,T2,12.0,22.4375
2,person_3,-,-,-,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,-,T1,-,-,12.0,22.4375
3,person_5,-,-,-,T2,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.0,22.4375
4,person_9,-,-,COM,-,M,-,-,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,COM,-,-,T1,-,CHX,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,T1,12.0,22.4375
5,person_10,COM,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,COM,-,-,T1,-,T2,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,COM,-,-,-,COM,-,12.0,22.4375
6,person_2,-,-,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,M,-,-,-,12.0,22.4375
7,person_13,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,DISP,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,-,-,COM,-,COM,-,12.0,22.4375
8,person_7,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,-,T1,-,-,M,-,M,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,COM,-,M,-,12.0,22.4375
9,person_8,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,-,-,M,-,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,COM,-,DISP,-,-,-,-,-,-,-,COM,-,-,-,COM,-,M,-,-,-,-,CHX,-,CHX,12.0,22.4375
