,Nurse,2022-06-01-mañana,2022-06-01-tarde,2022-06-02-mañana,2022-06-02-tarde,2022-06-03-mañana,2022-06-03-tarde,2022-06-04-mañana,2022-06-04-tarde,2022-06-05-mañana,2022-06-05-tarde,2022-06-06-mañana,2022-06-06-tarde,2022-06-07-mañana,2022-06-07-tarde,2022-06-08-mañana,2022-06-08-tarde,2022-06-09-mañana,2022-06-09-tarde,2022-06-10-mañana,2022-06-10-tarde,2022-06-11-mañana,2022-06-11-tarde,2022-06-12-mañana,2022-06-12-tarde,2022-06-13-mañana,2022-06-13-tarde,2022-06-14-mañana,2022-06-14-tarde,2022-06-15-mañana,2022-06-15-tarde,2022-06-16-mañana,2022-06-16-tarde,2022-06-17-mañana,2022-06-17-tarde,2022-06-18-mañana,2022-06-18-tarde,2022-06-19-mañana,2022-06-19-tarde,2022-06-20-mañana,2022-06-20-tarde,2022-06-21-mañana,2022-06-21-tarde,2022-06-22-mañana,2022-06-22-tarde,2022-06-23-mañana,2022-06-23-tarde,2022-06-24-mañana,2022-06-24-tarde,2022-06-25-mañana,2022-06-25-tarde,2022-06-26-mañana,2022-06-26-tarde,2022-06-27-mañana,2022-06-27-tarde,2022-06-28-mañana,2022-06-28-tarde,2022-06-29-mañana,2022-06-29-tarde,2022-06-30-mañana,2022-06-30-tarde,objective_1,objective_2
0,person_7,COM,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,-,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,M,-,3.0,23.4375
1,person_4,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T2,-,T1,3.0,23.4375
2,person_5,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,T2,-,-,-,-,COM,-,-,-,-,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,DISP,-,DISP,-,COM,-,COM,-,COM,-,3.0,23.4375
3,person_6,-,-,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,T2,-,T1,-,-,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.0,23.4375
4,person_3,-,CHX,-,-,-,T1,-,-,-,-,COM,-,COM,-,-,-,COM,-,-,-,M,-,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,T2,-,T1,-,-,3.0,23.4375
5,person_2,-,-,COM,-,COM,-,-,-,DISP,-,-,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,T1,3.0,23.4375
6,person_10,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,T2,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,-,T2,3.0,23.4375
7,person_9,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,DISP,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,3.0,23.4375
8,person_8,M,-,-,-,M,-,M,-,-,-,-,T2,-,T2,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,-,-,-,CHX,-,-,-,-,3.0,23.4375
9,person_1,-,T2,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,3.0,23.4375
0,person_7,COM,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,M,-,M,-,M,-,5.0,21.4375
1,person_4,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,COM,-,COM,-,-,-,M,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,T2,-,T1,5.0,21.4375
2,person_5,-,CHX,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,T2,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,DISP,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,M,-,DISP,-,COM,-,COM,-,COM,-,5.0,21.4375
3,person_6,-,T1,-,T2,-,CHX,-,-,-,T1,-,CHX,-,-,-,T2,-,T2,-,T1,-,-,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.0,21.4375
4,person_3,COM,-,-,-,-,-,-,-,DISP,-,-,-,-,CHX,-,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,-,-,-,T2,-,T1,-,T1,5.0,21.4375
5,person_2,-,-,COM,-,COM,-,-,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,5.0,21.4375
6,person_10,-,-,-,CHX,-,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,5.0,21.4375
7,person_9,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,5.0,21.4375
8,person_8,M,-,-,-,-,-,M,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,-,-,-,COM,-,-,-,DISP,-,DISP,-,COM,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,CHX,-,-,-,-,5.0,21.4375
9,person_1,-,T2,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,-,-,-,-,T1,-,T1,-,T1,-,CHX,-,-,-,T2,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,5.0,21.4375
