,Nurse,2022-06-01-mañana,2022-06-01-tarde,2022-06-02-mañana,2022-06-02-tarde,2022-06-03-mañana,2022-06-03-tarde,2022-06-04-mañana,2022-06-04-tarde,2022-06-05-mañana,2022-06-05-tarde,2022-06-06-mañana,2022-06-06-tarde,2022-06-07-mañana,2022-06-07-tarde,2022-06-08-mañana,2022-06-08-tarde,2022-06-09-mañana,2022-06-09-tarde,2022-06-10-mañana,2022-06-10-tarde,2022-06-11-mañana,2022-06-11-tarde,2022-06-12-mañana,2022-06-12-tarde,2022-06-13-mañana,2022-06-13-tarde,2022-06-14-mañana,2022-06-14-tarde,2022-06-15-mañana,2022-06-15-tarde,2022-06-16-mañana,2022-06-16-tarde,2022-06-17-mañana,2022-06-17-tarde,2022-06-18-mañana,2022-06-18-tarde,2022-06-19-mañana,2022-06-19-tarde,2022-06-20-mañana,2022-06-20-tarde,2022-06-21-mañana,2022-06-21-tarde,2022-06-22-mañana,2022-06-22-tarde,2022-06-23-mañana,2022-06-23-tarde,2022-06-24-mañana,2022-06-24-tarde,2022-06-25-mañana,2022-06-25-tarde,2022-06-26-mañana,2022-06-26-tarde,2022-06-27-mañana,2022-06-27-tarde,2022-06-28-mañana,2022-06-28-tarde,2022-06-29-mañana,2022-06-29-tarde,2022-06-30-mañana,2022-06-30-tarde,objective_1,objective_2
0,person_8,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T1,-,T1,-,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,4.0,12.5
1,person_4,M,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,M,-,-,T2,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,T1,-,T1,4.0,12.5
2,person_9,M,-,M,-,M,-,-,-,M,-,-,-,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,M,-,DISP,-,-,-,-,-,COM,-,M,-,M,-,4.0,12.5
3,person_7,COM,-,M,-,COM,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,4.0,12.5
4,person_10,-,-,-,-,M,-,-,-,-,-,-,-,-,-,COM,-,-,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,4.0,12.5
5,person_3,-,T2,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,T2,-,T1,4.0,12.5
6,person_5,-,CHX,-,CHX,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,T2,-,T1,-,T2,4.0,12.5
7,person_2,-,-,-,-,-,-,-,-,DISP,-,-,T1,-,T2,-,-,-,T1,-,T2,-,-,-,T1,-,T1,-,T2,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,-,-,T2,4.0,12.5
8,person_1,-,CHX,-,T1,-,-,-,T1,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,4.0,12.5
9,person_6,-,T1,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,DISP,-,M,-,COM,-,COM,-,4.0,12.5
10,person_8,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,CHX,-,T1,-,-,COM,-,COM,-,-,-,COM,-,-,-,-,-,DISP,-,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,-,M,-,M,-,M,-,-,-,6.0,12.0625
11,person_4,M,-,COM,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,M,-,-,T2,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,T1,-,-,-,T1,-,T1,6.0,12.0625
12,person_9,M,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,COM,-,-,-,M,-,6.0,12.0625
13,person_7,-,CHX,-,CHX,-,T1,-,-,-,-,M,-,COM,-,-,-,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,COM,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,-,-,CHX,-,CHX,6.0,12.0625
14,person_10,-,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,6.0,12.0625
15,person_3,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,T2,-,T1,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T1,6.0,12.0625
16,person_5,-,-,-,T1,-,T2,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,T2,6.0,12.0625
17,person_2,COM,-,-,-,-,-,-,-,DISP,-,-,T1,-,T2,-,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,CHX,-,-,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,T1,6.0,12.0625
18,person_1,-,CHX,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,T2,6.0,12.0625
19,person_6,-,T1,-,-,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,DISP,-,M,-,COM,-,COM,-,6.0,12.0625
