,Nurse,2023-04-01-mañana,2023-04-01-tarde,2023-04-02-mañana,2023-04-02-tarde,2023-04-03-mañana,2023-04-03-tarde,2023-04-04-mañana,2023-04-04-tarde,2023-04-05-mañana,2023-04-05-tarde,2023-04-06-mañana,2023-04-06-tarde,2023-04-07-mañana,2023-04-07-tarde,2023-04-08-mañana,2023-04-08-tarde,2023-04-09-mañana,2023-04-09-tarde,2023-04-10-mañana,2023-04-10-tarde,2023-04-11-mañana,2023-04-11-tarde,2023-04-12-mañana,2023-04-12-tarde,2023-04-13-mañana,2023-04-13-tarde,2023-04-14-mañana,2023-04-14-tarde,2023-04-15-mañana,2023-04-15-tarde,2023-04-16-mañana,2023-04-16-tarde,2023-04-17-mañana,2023-04-17-tarde,2023-04-18-mañana,2023-04-18-tarde,2023-04-19-mañana,2023-04-19-tarde,2023-04-20-mañana,2023-04-20-tarde,2023-04-21-mañana,2023-04-21-tarde,2023-04-22-mañana,2023-04-22-tarde,2023-04-23-mañana,2023-04-23-tarde,2023-04-24-mañana,2023-04-24-tarde,2023-04-25-mañana,2023-04-25-tarde,2023-04-26-mañana,2023-04-26-tarde,2023-04-27-mañana,2023-04-27-tarde,2023-04-28-mañana,2023-04-28-tarde,2023-04-29-mañana,2023-04-29-tarde,2023-04-30-mañana,2023-04-30-tarde,objective_1,objective_2
0,person_9,-,-,M,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,0.0,13.4375
1,person_10,-,-,DISP,-,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,-,CHX,-,T1,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,-,0.0,13.4375
2,person_2,-,-,-,-,-,-,M,-,-,-,DISP,-,M,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,0.0,13.4375
3,person_8,-,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,0.0,13.4375
4,person_4,-,-,-,-,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,-,COM,-,-,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,0.0,13.4375
5,person_1,-,-,-,T1,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,0.0,13.4375
6,person_5,-,-,DISP,-,-,T2,-,T2,-,-,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,-,-,T2,-,T2,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,-,-,M,-,-,T2,-,T1,-,CHX,-,-,-,T2,-,-,-,-,0.0,13.4375
7,person_3,DISP,-,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,M,-,COM,-,-,-,M,-,COM,-,DISP,-,-,-,0.0,13.4375
8,person_6,-,T1,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T2,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,-,M,-,COM,-,COM,-,M,-,-,-,-,-,0.0,13.4375
9,person_7,M,-,-,-,M,-,-,-,M,-,-,-,DISP,-,DISP,-,-,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,T1,-,-,-,-,0.0,13.4375
10,person_9,-,-,M,-,COM,-,M,-,COM,-,-,-,M,-,-,-,M,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,-,-,-,T2,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,2.0,11.4375
11,person_10,-,-,DISP,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,-,-,-,-,CHX,-,-,-,-,2.0,11.4375
12,person_2,-,-,DISP,-,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,M,-,-,-,M,-,-,-,M,-,DISP,-,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,2.0,11.4375
13,person_8,-,-,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,DISP,-,M,-,M,-,M,-,-,-,M,-,-,-,DISP,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,2.0,11.4375
14,person_4,-,T1,-,-,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,T1,-,T1,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,2.0,11.4375
15,person_1,-,-,-,-,-,T2,-,-,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T1,-,T2,-,T1,-,T2,-,T2,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,CHX,-,-,-,-,-,T1,2.0,11.4375
16,person_5,M,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,M,-,-,-,-,T2,-,T2,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,T2,-,-,-,-,2.0,11.4375
17,person_3,DISP,-,-,-,COM,-,-,-,M,-,M,-,DISP,-,M,-,-,-,-,CHX,-,CHX,-,T2,-,T2,-,T1,-,-,-,-,COM,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,2.0,11.4375
