,Nurse,2022-09-01-mañana,2022-09-01-tarde,2022-09-02-mañana,2022-09-02-tarde,2022-09-03-mañana,2022-09-03-tarde,2022-09-04-mañana,2022-09-04-tarde,2022-09-05-mañana,2022-09-05-tarde,2022-09-06-mañana,2022-09-06-tarde,2022-09-07-mañana,2022-09-07-tarde,2022-09-08-mañana,2022-09-08-tarde,2022-09-09-mañana,2022-09-09-tarde,2022-09-10-mañana,2022-09-10-tarde,2022-09-11-mañana,2022-09-11-tarde,2022-09-12-mañana,2022-09-12-tarde,2022-09-13-mañana,2022-09-13-tarde,2022-09-14-mañana,2022-09-14-tarde,2022-09-15-mañana,2022-09-15-tarde,2022-09-16-mañana,2022-09-16-tarde,2022-09-17-mañana,2022-09-17-tarde,2022-09-18-mañana,2022-09-18-tarde,2022-09-19-mañana,2022-09-19-tarde,2022-09-20-mañana,2022-09-20-tarde,2022-09-21-mañana,2022-09-21-tarde,2022-09-22-mañana,2022-09-22-tarde,2022-09-23-mañana,2022-09-23-tarde,2022-09-24-mañana,2022-09-24-tarde,2022-09-25-mañana,2022-09-25-tarde,2022-09-26-mañana,2022-09-26-tarde,2022-09-27-mañana,2022-09-27-tarde,2022-09-28-mañana,2022-09-28-tarde,2022-09-29-mañana,2022-09-29-tarde,2022-09-30-mañana,2022-09-30-tarde,objective_1,objective_2
0,person_2,-,-,-,CHX,-,T1,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,-,T1,-,T2,-,-,-,-,-,T1,-,T1,-,-,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,T1,-,T2,-,-,-,CHX,1.0,14.5625
1,person_9,-,T2,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,COM,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,1.0,14.5625
2,person_5,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,COM,-,COM,-,1.0,14.5625
3,person_3,M,-,M,-,DISP,-,-,-,-,CHX,-,T2,-,T2,-,-,-,T2,-,-,-,-,COM,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,M,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,-,T1,-,-,-,-,-,CHX,-,CHX,1.0,14.5625
4,person_10,-,-,M,-,M,-,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,-,CHX,-,-,-,-,-,-,-,T2,1.0,14.5625
5,person_7,M,-,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,CHX,-,T1,-,-,M,-,COM,-,M,-,M,-,M,-,1.0,14.5625
6,person_6,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T2,-,T2,-,T1,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,T1,1.0,14.5625
7,person_8,-,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,-,COM,-,-,-,-,-,COM,-,M,-,DISP,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,1.0,14.5625
8,person_1,COM,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,COM,-,M,-,M,-,-,-,-,-,-,-,M,-,-,CHX,-,T2,-,T1,-,T1,-,CHX,-,-,-,-,COM,-,M,-,COM,-,-,-,-,-,1.0,14.5625
9,person_4,COM,-,-,-,-,-,-,-,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,T2,-,CHX,-,T2,-,T1,-,T2,-,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T1,-,T1,1.0,14.5625
10,person_2,-,T1,-,CHX,-,-,-,-,-,T1,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T2,-,-,-,T1,3.0,12.5625
11,person_9,-,-,-,-,DISP,-,-,-,-,T2,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,3.0,12.5625
12,person_5,M,-,M,-,-,-,-,-,M,-,-,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,3.0,12.5625
