,Nurse,2022-09-01-mañana,2022-09-01-tarde,2022-09-02-mañana,2022-09-02-tarde,2022-09-03-mañana,2022-09-03-tarde,2022-09-04-mañana,2022-09-04-tarde,2022-09-05-mañana,2022-09-05-tarde,2022-09-06-mañana,2022-09-06-tarde,2022-09-07-mañana,2022-09-07-tarde,2022-09-08-mañana,2022-09-08-tarde,2022-09-09-mañana,2022-09-09-tarde,2022-09-10-mañana,2022-09-10-tarde,2022-09-11-mañana,2022-09-11-tarde,2022-09-12-mañana,2022-09-12-tarde,2022-09-13-mañana,2022-09-13-tarde,2022-09-14-mañana,2022-09-14-tarde,2022-09-15-mañana,2022-09-15-tarde,2022-09-16-mañana,2022-09-16-tarde,2022-09-17-mañana,2022-09-17-tarde,2022-09-18-mañana,2022-09-18-tarde,2022-09-19-mañana,2022-09-19-tarde,2022-09-20-mañana,2022-09-20-tarde,2022-09-21-mañana,2022-09-21-tarde,2022-09-22-mañana,2022-09-22-tarde,2022-09-23-mañana,2022-09-23-tarde,2022-09-24-mañana,2022-09-24-tarde,2022-09-25-mañana,2022-09-25-tarde,2022-09-26-mañana,2022-09-26-tarde,2022-09-27-mañana,2022-09-27-tarde,2022-09-28-mañana,2022-09-28-tarde,2022-09-29-mañana,2022-09-29-tarde,2022-09-30-mañana,2022-09-30-tarde,objective_1,objective_2
0,person_5,M,-,COM,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T2,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,COM,-,M,-,-,-,-,-,M,-,-,-,M,-,-,CHX,-,T1,-,-,-,CHX,-,T1,8.0,13.625
1,person_7,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,-,T1,-,-,-,-,8.0,13.625
2,person_9,M,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,-,T2,-,T1,-,T2,8.0,13.625
3,person_8,-,-,M,-,-,-,DISP,-,M,-,M,-,-,-,M,-,-,-,-,-,M,-,-,T2,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,DISP,-,M,-,-,-,M,-,COM,-,M,-,8.0,13.625
4,person_1,-,-,-,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,T2,-,T1,-,-,-,T2,-,-,-,-,M,-,M,-,M,-,M,-,M,-,8.0,13.625
5,person_2,-,T2,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,M,-,-,-,M,-,COM,-,8.0,13.625
6,person_6,COM,-,-,-,M,-,-,-,-,CHX,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,M,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,8.0,13.625
7,person_4,-,T1,-,T2,-,T1,-,-,COM,-,-,-,M,-,COM,-,M,-,-,-,-,-,-,CHX,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,M,-,-,-,-,-,COM,-,COM,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,COM,-,8.0,13.625
8,person_3,-,-,M,-,-,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,T1,-,T2,-,-,-,T2,-,CHX,8.0,13.625
9,person_5,M,-,COM,-,-,-,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,DISP,-,M,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,T1,10.0,11.625
10,person_7,-,CHX,-,CHX,-,-,-,T1,-,T2,-,T1,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T2,-,T1,-,-,COM,-,M,-,M,-,M,-,COM,-,10.0,11.625
11,person_9,COM,-,-,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,T2,-,T2,-,T1,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,T2,10.0,11.625
