,Nurse,2022-11-01-mañana,2022-11-01-tarde,2022-11-02-mañana,2022-11-02-tarde,2022-11-03-mañana,2022-11-03-tarde,2022-11-04-mañana,2022-11-04-tarde,2022-11-05-mañana,2022-11-05-tarde,2022-11-06-mañana,2022-11-06-tarde,2022-11-07-mañana,2022-11-07-tarde,2022-11-08-mañana,2022-11-08-tarde,2022-11-09-mañana,2022-11-09-tarde,2022-11-10-mañana,2022-11-10-tarde,2022-11-11-mañana,2022-11-11-tarde,2022-11-12-mañana,2022-11-12-tarde,2022-11-13-mañana,2022-11-13-tarde,2022-11-14-mañana,2022-11-14-tarde,2022-11-15-mañana,2022-11-15-tarde,2022-11-16-mañana,2022-11-16-tarde,2022-11-17-mañana,2022-11-17-tarde,2022-11-18-mañana,2022-11-18-tarde,2022-11-19-mañana,2022-11-19-tarde,2022-11-20-mañana,2022-11-20-tarde,2022-11-21-mañana,2022-11-21-tarde,2022-11-22-mañana,2022-11-22-tarde,2022-11-23-mañana,2022-11-23-tarde,2022-11-24-mañana,2022-11-24-tarde,2022-11-25-mañana,2022-11-25-tarde,2022-11-26-mañana,2022-11-26-tarde,2022-11-27-mañana,2022-11-27-tarde,2022-11-28-mañana,2022-11-28-tarde,2022-11-29-mañana,2022-11-29-tarde,2022-11-30-mañana,2022-11-30-tarde,objective_1,objective_2
0,person_7,-,-,M,-,COM,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,-,-,T2,0.0,14.5625
1,person_2,-,-,COM,-,-,-,COM,-,DISP,-,-,-,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,-,T1,-,CHX,0.0,14.5625
2,person_4,M,-,-,-,M,-,-,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,DISP,-,-,T1,-,-,-,-,0.0,14.5625
3,person_8,COM,-,-,-,-,-,-,-,M,-,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,-,DISP,-,-,-,M,-,-,-,M,-,M,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,DISP,-,-,-,-,-,-,CHX,-,T1,0.0,14.5625
4,person_6,M,-,M,-,M,-,M,-,-,-,M,-,DISP,-,M,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,0.0,14.5625
5,person_1,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,COM,-,-,-,-,-,COM,-,M,-,-,-,-,T1,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,-,-,-,0.0,14.5625
6,person_9,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,M,-,-,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,-,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,T2,-,T2,0.0,14.5625
7,person_5,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,-,T2,-,T1,-,-,-,T2,-,-,-,T1,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,0.0,14.5625
8,person_10,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,T1,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,0.0,14.5625
9,person_3,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,-,-,COM,-,COM,-,-,-,-,-,-,T2,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,-,-,-,-,0.0,14.5625
10,person_7,-,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T2,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T2,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,COM,-,COM,-,COM,-,2.0,12.5625
11,person_2,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,DISP,-,-,CHX,-,CHX,-,T2,2.0,12.5625
12,person_4,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,M,-,M,-,M,-,M,-,2.0,12.5625
13,person_8,-,T2,-,T1,-,CHX,-,T2,-,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,T1,-,T2,-,T2,2.0,12.5625
14,person_6,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,DISP,-,-,-,DISP,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,2.0,12.5625
15,person_1,-,-,M,-,-,-,COM,-,-,-,DISP,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,M,-,COM,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,CHX,2.0,12.5625
16,person_9,M,-,COM,-,COM,-,COM,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,COM,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T2,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,T2,-,T1,2.0,12.5625
17,person_5,-,T2,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,-,2.0,12.5625
18,person_10,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,T1,-,T1,-,-,-,T2,-,T1,-,T1,2.0,12.5625
19,person_3,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,DISP,-,M,-,-,-,COM,-,COM,-,-,-,DISP,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,-,-,COM,-,-,-,M,-,-,-,COM,-,DISP,-,-,-,-,CHX,-,CHX,-,T1,2.0,12.5625
20,person_7,-,T2,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,CHX,-,-,-,T1,-,-,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,-,-,-,CHX,-,T1,-,T1,3.0,12.0625
21,person_2,-,-,M,-,-,-,M,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,M,-,-,T1,-,T2,-,T1,3.0,12.0625
22,person_4,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,-,COM,-,M,-,-,-,COM,-,-,-,-,-,DISP,-,M,-,COM,-,M,-,3.0,12.0625
23,person_8,-,-,-,T2,-,CHX,-,T2,-,-,-,-,DISP,-,-,-,-,-,M,-,-,-,-,-,M,-,DISP,-,-,-,COM,-,M,-,M,-,-,-,DISP,-,-,T1,-,T2,-,CHX,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,T2,3.0,12.0625
24,person_6,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,3.0,12.0625
25,person_1,-,-,COM,-,-,-,-,-,-,-,M,-,DISP,-,COM,-,-,-,-,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,3.0,12.0625
26,person_9,COM,-,COM,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,-,T2,-,-,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,CHX,-,T1,3.0,12.0625
27,person_5,-,T1,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,-,-,-,3.0,12.0625
28,person_10,COM,-,COM,-,M,-,M,-,-,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T2,-,T1,-,-,COM,-,M,-,COM,-,3.0,12.0625
29,person_3,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,COM,-,COM,-,COM,-,COM,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,-,-,COM,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,-,T2,-,-,-,CHX,3.0,12.0625
30,person_7,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T2,-,T2,-,T2,-,T1,-,T2,-,-,-,-,-,T1,-,-,-,CHX,4.0,11.5625
31,person_2,COM,-,M,-,COM,-,-,-,M,-,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,T2,-,-,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,4.0,11.5625
32,person_4,M,-,COM,-,-,-,-,-,-,-,M,-,DISP,-,-,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,M,-,M,-,M,-,4.0,11.5625
33,person_8,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,DISP,-,-,-,M,-,COM,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,COM,-,-,-,M,-,-,T2,-,T2,-,T2,4.0,11.5625
34,person_6,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,4.0,11.5625
35,person_1,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,T2,-,T1,-,-,-,CHX,-,-,-,-,-,-,-,CHX,-,T1,-,T1,4.0,11.5625
36,person_9,M,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,COM,-,-,-,COM,-,M,-,COM,-,-,-,DISP,-,-,T1,-,T2,-,T1,4.0,11.5625
37,person_5,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,-,-,T2,4.0,11.5625
38,person_10,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,COM,-,COM,-,COM,-,4.0,11.5625
39,person_3,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,-,-,T1,-,T2,-,T1,4.0,11.5625
40,person_7,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,CHX,-,CHX,-,T2,-,T2,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,5.0,11.0625
41,person_2,M,-,M,-,COM,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,-,-,T2,-,CHX,-,-,-,-,-,T2,-,CHX,-,T1,5.0,11.0625
42,person_4,COM,-,COM,-,-,-,M,-,-,-,M,-,DISP,-,M,-,M,-,-,-,-,-,-,-,-,-,DISP,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,DISP,-,-,-,M,-,M,-,M,-,5.0,11.0625
43,person_8,-,T2,-,T1,-,T2,-,T1,-,-,-,-,M,-,-,-,COM,-,-,-,-,-,-,-,M,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,M,-,-,T2,-,-,-,T2,5.0,11.0625
44,person_6,-,-,M,-,M,-,M,-,-,-,COM,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,5.0,11.0625
45,person_1,-,-,M,-,COM,-,-,-,-,-,DISP,-,M,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,CHX,-,T2,-,-,-,-,-,CHX,-,T1,-,T1,5.0,11.0625
46,person_9,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,M,-,COM,-,-,-,DISP,-,-,-,-,T2,-,CHX,5.0,11.0625
47,person_5,-,T1,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T1,-,-,-,-,-,T2,5.0,11.0625
48,person_10,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,T1,-,T1,-,T1,-,T1,-,-,COM,-,COM,-,COM,-,5.0,11.0625
49,person_3,-,CHX,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,COM,-,DISP,-,-,-,M,-,-,-,COM,-,COM,-,M,-,M,-,-,-,-,T1,-,T2,-,T1,5.0,11.0625
50,person_7,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T1,-,CHX,-,T1,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,CHX,-,-,-,-,-,T1,-,T2,-,T2,6.0,10.625
51,person_2,M,-,M,-,COM,-,COM,-,M,-,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,M,-,-,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,-,-,-,-,T2,-,-,-,T1,6.0,10.625
52,person_4,COM,-,COM,-,-,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,-,-,-,-,M,-,-,-,DISP,-,COM,-,-,-,M,-,-,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,6.0,10.625
53,person_8,-,T2,-,T1,-,T2,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,COM,-,M,-,COM,-,COM,-,-,-,DISP,-,-,T2,-,T2,-,-,6.0,10.625
54,person_6,M,-,M,-,-,-,M,-,-,-,COM,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,6.0,10.625
55,person_1,-,-,COM,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,-,COM,-,-,-,-,-,-,-,COM,-,DISP,-,-,-,-,CHX,-,T1,-,T1,6.0,10.625
56,person_9,M,-,M,-,M,-,M,-,DISP,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,COM,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,-,T1,-,CHX,6.0,10.625
57,person_5,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,6.0,10.625
58,person_10,-,CHX,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,CHX,-,-,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,6.0,10.625
59,person_3,-,CHX,-,CHX,-,-,-,-,-,-,-,-,-,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,-,-,-,CHX,-,T1,6.0,10.625
60,person_7,-,-,-,T1,-,T1,-,T2,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,T1,-,CHX,-,T2,7.0,10.5625
61,person_2,-,-,COM,-,-,-,COM,-,DISP,-,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,DISP,-,M,-,COM,-,-,-,M,-,M,-,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,T2,7.0,10.5625
62,person_4,COM,-,COM,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,COM,-,COM,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,7.0,10.5625
63,person_8,COM,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,COM,-,-,-,COM,-,-,-,M,-,-,T1,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,M,-,-,T2,-,-,-,T2,7.0,10.5625
64,person_6,M,-,M,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,7.0,10.5625
65,person_1,-,-,COM,-,-,-,M,-,-,-,COM,-,M,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,-,COM,-,M,-,-,-,COM,-,-,-,M,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,CHX,-,T1,-,T1,7.0,10.5625
66,person_9,M,-,M,-,M,-,COM,-,-,-,M,-,DISP,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,T1,-,T2,-,T2,-,T1,-,-,-,-,COM,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T1,-,T2,7.0,10.5625
67,person_5,-,T2,-,T1,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,-,-,T1,-,T1,-,-,-,-,-,-,-,T2,-,-,-,CHX,-,T2,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,T2,7.0,10.5625
68,person_10,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,T1,-,T2,-,-,-,T1,-,T1,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,CHX,-,T1,-,-,COM,-,COM,-,COM,-,7.0,10.5625
69,person_3,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,M,-,COM,-,-,-,-,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,-,T2,-,T2,-,CHX,7.0,10.5625
70,person_7,-,T1,-,T2,-,T1,-,CHX,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,CHX,-,T1,-,-,-,T1,-,T1,-,CHX,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,T2,-,-,-,-,-,T1,-,CHX,-,T1,8.0,10.0625
71,person_2,M,-,M,-,COM,-,-,-,M,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,DISP,-,-,-,-,-,-,CHX,-,T2,-,T2,-,T2,-,-,-,-,-,-,-,-,-,T1,8.0,10.0625
72,person_4,COM,-,-,-,-,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,COM,-,-,-,-,-,-,-,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,M,-,M,-,-,-,-,-,M,-,DISP,-,-,-,M,-,M,-,M,-,8.0,10.0625
73,person_8,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,DISP,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,DISP,-,-,T2,-,T2,-,T2,8.0,10.0625
74,person_6,COM,-,M,-,M,-,-,-,-,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,8.0,10.0625
75,person_1,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,COM,-,COM,-,M,-,COM,-,DISP,-,-,-,-,-,-,-,COM,-,-,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,T1,-,CHX,-,T2,-,-,-,-,-,CHX,-,T1,-,T1,8.0,10.0625
76,person_9,M,-,COM,-,M,-,COM,-,DISP,-,-,-,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,-,-,-,COM,-,COM,-,M,-,COM,-,-,-,COM,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,-,-,-,T2,-,CHX,8.0,10.0625
77,person_5,-,T1,-,T1,-,-,-,T2,-,T1,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,T2,-,T1,-,-,-,T1,-,-,-,CHX,-,-,-,T1,-,-,-,T1,-,-,-,T1,-,T2,8.0,10.0625
78,person_10,-,T1,-,T2,-,CHX,-,CHX,-,-,-,T1,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,-,-,CHX,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,-,COM,-,COM,-,COM,-,8.0,10.0625
79,person_3,-,CHX,-,CHX,-,-,-,CHX,-,-,-,-,DISP,-,COM,-,-,-,M,-,M,-,-,-,M,-,DISP,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,-,-,T1,-,T2,-,T1,8.0,10.0625
0,person_7,-,T2,-,CHX,-,T1,-,T2,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,T1,-,-,-,T1,-,T1,-,T1,-,CHX,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,CHX,-,T2,-,-,-,-,M,-,COM,-,M,-,9.0,9.625
1,person_2,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,-,-,COM,-,COM,-,-,-,M,-,-,-,-,T2,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,T2,-,-,-,-,9.0,9.625
2,person_4,COM,-,COM,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,M,-,COM,-,M,-,M,-,-,-,DISP,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,-,-,9.0,9.625
3,person_8,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,DISP,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,-,-,-,-,COM,-,-,-,M,-,DISP,-,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,CHX,-,T1,-,T2,9.0,9.625
4,person_6,-,-,M,-,M,-,M,-,-,-,M,-,-,T1,-,T1,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,9.0,9.625
