,Nurse,2023-09-01-mañana,2023-09-01-tarde,2023-09-02-mañana,2023-09-02-tarde,2023-09-03-mañana,2023-09-03-tarde,2023-09-04-mañana,2023-09-04-tarde,2023-09-05-mañana,2023-09-05-tarde,2023-09-06-mañana,2023-09-06-tarde,2023-09-07-mañana,2023-09-07-tarde,2023-09-08-mañana,2023-09-08-tarde,2023-09-09-mañana,2023-09-09-tarde,2023-09-10-mañana,2023-09-10-tarde,2023-09-11-mañana,2023-09-11-tarde,2023-09-12-mañana,2023-09-12-tarde,2023-09-13-mañana,2023-09-13-tarde,2023-09-14-mañana,2023-09-14-tarde,2023-09-15-mañana,2023-09-15-tarde,2023-09-16-mañana,2023-09-16-tarde,2023-09-17-mañana,2023-09-17-tarde,2023-09-18-mañana,2023-09-18-tarde,2023-09-19-mañana,2023-09-19-tarde,2023-09-20-mañana,2023-09-20-tarde,2023-09-21-mañana,2023-09-21-tarde,2023-09-22-mañana,2023-09-22-tarde,2023-09-23-mañana,2023-09-23-tarde,2023-09-24-mañana,2023-09-24-tarde,2023-09-25-mañana,2023-09-25-tarde,2023-09-26-mañana,2023-09-26-tarde,2023-09-27-mañana,2023-09-27-tarde,2023-09-28-mañana,2023-09-28-tarde,2023-09-29-mañana,2023-09-29-tarde,2023-09-30-mañana,2023-09-30-tarde,objective_1,objective_2
0,person_6,M,-,M,-,-,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,-,-,COM,-,DISP,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,-,DISP,-,-,T1,-,CHX,-,T1,-,-,-,T2,-,-,1.0,13.625
1,person_7,-,CHX,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,-,-,T1,-,-,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,-,-,COM,-,M,-,COM,-,M,-,M,-,M,-,DISP,-,1.0,13.625
2,person_10,-,-,DISP,-,-,-,-,T2,-,-,-,T2,-,T2,-,T1,-,-,-,-,COM,-,COM,-,-,-,COM,-,M,-,-,-,DISP,-,-,-,-,-,-,CHX,-,-,-,CHX,-,-,-,-,M,-,M,-,-,-,COM,-,COM,-,M,-,1.0,13.625
3,person_9,-,T2,-,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,DISP,-,-,-,-,T2,-,-,-,CHX,-,-,-,-,-,-,M,-,-,-,-,-,M,-,COM,-,M,-,-,-,COM,-,M,-,M,-,M,-,M,-,-,-,1.0,13.625
4,person_4,COM,-,-,-,M,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T2,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,CHX,-,-,1.0,13.625
5,person_1,M,-,-,-,DISP,-,M,-,M,-,COM,-,-,-,COM,-,M,-,-,-,-,CHX,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,-,-,M,-,DISP,-,-,-,-,-,-,-,-,CHX,-,T1,-,T1,-,-,1.0,13.625
6,person_5,-,T1,-,T1,-,-,-,CHX,-,T2,-,-,-,-,-,T2,-,T1,-,-,-,T2,-,CHX,-,-,-,CHX,-,T1,-,T1,-,-,-,CHX,-,T1,-,-,-,-,-,CHX,-,-,-,T1,-,-,COM,-,COM,-,COM,-,COM,-,-,-,1.0,13.625
7,person_8,COM,-,COM,-,-,-,-,-,-,-,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,-,CHX,-,-,-,T2,-,CHX,-,CHX,-,-,1.0,13.625
8,person_2,-,-,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,CHX,-,-,-,T1,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,T1,1.0,13.625
9,person_3,-,-,-,-,COM,-,COM,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,T2,-,T1,-,T1,-,T2,-,-,-,-,1.0,13.625
