,Nurse,2022-04-01-mañana,2022-04-01-tarde,2022-04-02-mañana,2022-04-02-tarde,2022-04-03-mañana,2022-04-03-tarde,2022-04-04-mañana,2022-04-04-tarde,2022-04-05-mañana,2022-04-05-tarde,2022-04-06-mañana,2022-04-06-tarde,2022-04-07-mañana,2022-04-07-tarde,2022-04-08-mañana,2022-04-08-tarde,2022-04-09-mañana,2022-04-09-tarde,2022-04-10-mañana,2022-04-10-tarde,2022-04-11-mañana,2022-04-11-tarde,2022-04-12-mañana,2022-04-12-tarde,2022-04-13-mañana,2022-04-13-tarde,2022-04-14-mañana,2022-04-14-tarde,2022-04-15-mañana,2022-04-15-tarde,2022-04-16-mañana,2022-04-16-tarde,2022-04-17-mañana,2022-04-17-tarde,2022-04-18-mañana,2022-04-18-tarde,2022-04-19-mañana,2022-04-19-tarde,2022-04-20-mañana,2022-04-20-tarde,2022-04-21-mañana,2022-04-21-tarde,2022-04-22-mañana,2022-04-22-tarde,2022-04-23-mañana,2022-04-23-tarde,2022-04-24-mañana,2022-04-24-tarde,2022-04-25-mañana,2022-04-25-tarde,2022-04-26-mañana,2022-04-26-tarde,2022-04-27-mañana,2022-04-27-tarde,2022-04-28-mañana,2022-04-28-tarde,2022-04-29-mañana,2022-04-29-tarde,2022-04-30-mañana,2022-04-30-tarde,objective_1,objective_2
0,person_5,-,T1,-,T1,-,-,-,T1,-,T2,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,T2,-,T1,-,T2,-,T2,-,CHX,-,-,0.0,14.5625
1,person_7,M,-,DISP,-,-,-,-,T2,-,T2,-,-,-,CHX,-,T2,-,-,-,-,COM,-,-,-,M,-,DISP,-,-,-,M,-,-,-,-,T2,-,T1,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,CHX,-,T2,-,-,0.0,14.5625
2,person_4,-,-,-,-,-,T1,-,CHX,-,T1,-,T2,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,CHX,-,T2,-,T1,-,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,0.0,14.5625
3,person_11,-,-,-,-,-,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,COM,-,-,-,-,-,-,-,DISP,-,-,-,M,-,-,-,-,-,M,-,M,-,DISP,-,-,-,COM,-,M,-,-,-,M,-,-,-,DISP,-,0.0,14.5625
4,person_6,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,-,-,-,-,DISP,-,-,T2,-,T2,-,T2,-,-,-,T1,-,-,-,-,COM,-,COM,-,COM,-,-,-,-,-,M,-,-,-,M,-,M,-,COM,-,-,-,M,-,DISP,-,0.0,14.5625
5,person_2,-,CHX,-,T1,-,-,-,CHX,-,-,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,-,-,-,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,-,-,T1,-,-,M,-,-,-,-,-,M,-,-,-,0.0,14.5625
6,person_3,-,-,DISP,-,-,-,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,-,-,T2,-,T2,-,-,-,T2,-,-,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,-,0.0,14.5625
7,person_10,-,T2,-,-,-,-,M,-,M,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,-,M,-,-,-,M,-,COM,-,-,-,M,-,0.0,14.5625
8,person_9,-,CHX,-,-,-,T1,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,-,-,M,-,-,-,M,-,-,-,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,0.0,14.5625
9,person_1,M,-,M,-,-,-,-,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,-,-,M,-,M,-,COM,-,M,-,0.0,14.5625
10,person_8,-,-,-,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,-,-,DISP,-,M,-,M,-,M,-,M,-,COM,-,-,-,M,-,-,T1,-,T2,-,T1,-,T1,-,T1,-,-,0.0,14.5625
11,person_5,M,-,-,-,-,-,-,T2,-,CHX,-,T1,-,T1,-,T2,-,-,-,T1,-,-,-,-,M,-,DISP,-,-,-,-,-,-,-,-,CHX,-,CHX,-,T1,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,-,2.0,13.5625
12,person_7,-,T2,-,-,-,-,COM,-,M,-,-,-,M,-,COM,-,-,-,M,-,-,CHX,-,-,-,CHX,-,T1,-,T1,-,-,-,-,COM,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,-,-,-,-,CHX,-,T2,-,-,2.0,13.5625
13,person_4,-,T1,-,-,-,T1,-,CHX,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,T2,-,T1,-,T2,-,T1,-,-,COM,-,M,-,M,-,COM,-,-,-,-,-,2.0,13.5625
14,person_11,-,-,-,-,-,-,COM,-,-,-,COM,-,COM,-,M,-,-,-,DISP,-,M,-,M,-,-,-,DISP,-,DISP,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,T1,-,CHX,-,-,-,T2,-,T2,-,-,2.0,13.5625
15,person_6,M,-,-,-,DISP,-,COM,-,COM,-,M,-,M,-,COM,-,COM,-,-,-,COM,-,COM,-,COM,-,-,-,DISP,-,DISP,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,-,DISP,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,-,2.0,13.5625
16,person_2,-,T2,-,T1,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,-,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,T2,-,T1,-,-,M,-,M,-,-,-,-,-,M,-,-,-,2.0,13.5625
17,person_3,-,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,-,-,T2,-,-,-,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,DISP,-,-,T2,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,-,-,-,2.0,13.5625
18,person_10,-,-,DISP,-,-,-,M,-,M,-,-,-,COM,-,M,-,DISP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,M,-,M,-,DISP,-,-,-,-,CHX,-,-,-,T1,-,T1,-,CHX,-,-,2.0,13.5625
19,person_9,-,CHX,-,-,-,-,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,-,-,T2,-,T2,-,-,-,-,-,-,-,-,-,T1,-,-,-,-,-,T2,-,T2,-,CHX,-,-,-,T1,-,CHX,-,T2,-,-,-,T1,-,CHX,-,T1,2.0,13.5625
20,person_1,COM,-,-,-,M,-,-,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,T1,-,-,-,-,-,-,COM,-,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,COM,-,M,-,COM,-,DISP,-,2.0,13.5625
21,person_8,M,-,-,-,DISP,-,-,T2,-,T2,-,CHX,-,CHX,-,CHX,-,-,-,-,M,-,-,-,-,-,-,-,M,-,M,-,-,-,-,T1,-,T2,-,-,-,CHX,-,-,-,-,-,-,-,-,COM,-,M,-,M,-,M,-,M,-,2.0,13.5625
22,person_5,-,CHX,-,T1,-,-,-,-,-,T2,-,T1,-,T1,-,T2,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,-,-,CHX,-,-,-,-,-,CHX,-,-,-,T2,-,T2,-,T2,-,-,3.0,12.625
23,person_7,-,T2,-,-,-,-,COM,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,M,-,DISP,-,M,-,-,-,M,-,-,-,-,-,M,-,-,-,COM,-,-,-,M,-,M,-,-,-,-,-,COM,-,COM,-,DISP,-,3.0,12.625
24,person_4,-,T1,-,T1,-,-,-,CHX,-,T1,-,T2,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T2,-,T2,-,-,-,T1,-,T2,-,T1,-,CHX,-,T2,-,-,-,CHX,3.0,12.625
25,person_11,-,-,DISP,-,-,-,-,T1,-,-,-,T1,-,T2,-,T2,-,-,-,-,M,-,M,-,-,-,DISP,-,M,-,COM,-,-,-,-,CHX,-,-,-,T2,-,T2,-,CHX,-,-,-,-,-,-,M,-,-,-,COM,-,M,-,M,-,3.0,12.625
26,person_6,M,-,-,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,DISP,-,-,-,COM,-,M,-,COM,-,-,-,M,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,COM,-,-,-,-,T1,-,CHX,-,T1,-,-,-,T1,-,-,3.0,12.625
27,person_2,-,CHX,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,DISP,-,DISP,-,-,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,-,-,3.0,12.625
28,person_3,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,COM,-,M,-,M,-,M,-,-,-,-,-,COM,-,M,-,-,-,COM,-,-,-,COM,-,M,-,-,-,-,-,M,-,COM,-,-,-,-,-,-,-,3.0,12.625
29,person_10,COM,-,M,-,-,-,COM,-,M,-,-,-,M,-,M,-,-,-,DISP,-,M,-,-,-,-,-,DISP,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,DISP,-,-,T1,-,-,-,-,-,CHX,-,-,-,-,3.0,12.625
30,person_9,-,T2,-,-,-,T1,-,CHX,-,-,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T1,-,T2,-,T1,-,T1,-,-,-,-,-,T2,-,-,-,T1,-,T1,-,CHX,-,T1,-,-,-,T2,-,T2,-,-,-,T1,-,CHX,-,T1,3.0,12.625
31,person_1,COM,-,-,-,DISP,-,-,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,DISP,-,M,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,DISP,-,-,-,COM,-,-,-,M,-,M,-,COM,-,M,-,3.0,12.625
32,person_8,M,-,-,-,COM,-,-,T2,-,CHX,-,CHX,-,CHX,-,T1,-,-,-,-,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,-,-,T1,-,T1,-,CHX,-,CHX,-,T1,-,-,-,-,COM,-,COM,-,M,-,COM,-,COM,-,-,-,3.0,12.625
33,person_5,-,CHX,-,T1,-,-,-,CHX,-,T2,-,T2,-,CHX,-,T1,-,-,-,T1,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,COM,-,COM,-,M,-,M,-,COM,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,4.0,12.5625
34,person_7,COM,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,COM,-,DISP,-,-,-,COM,-,-,-,M,-,DISP,-,DISP,-,-,-,DISP,-,M,-,M,-,COM,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,-,M,-,M,-,-,-,4.0,12.5625
35,person_4,-,T1,-,T1,-,-,-,CHX,-,T1,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T2,-,T2,-,T2,-,-,-,-,-,T1,-,-,-,T1,-,T1,-,T2,-,T1,-,CHX,-,T1,-,-,COM,-,M,-,COM,-,COM,-,-,-,-,-,4.0,12.5625
36,person_11,-,-,M,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,-,DISP,-,M,-,M,-,-,-,M,-,DISP,-,-,-,M,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,T2,-,T2,-,-,-,T1,-,T2,-,-,4.0,12.5625
37,person_6,M,-,-,-,DISP,-,-,T2,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,DISP,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,DISP,-,-,-,COM,-,COM,-,M,-,-,-,M,-,M,-,4.0,12.5625
38,person_2,-,T2,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,-,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,CHX,-,T1,4.0,12.5625
39,person_3,-,-,DISP,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,-,-,-,T1,-,T2,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,-,-,-,T2,-,T2,-,T1,-,-,-,-,-,-,4.0,12.5625
40,person_10,-,T1,-,-,-,-,M,-,M,-,-,-,COM,-,-,-,COM,-,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,-,-,-,-,T2,-,T2,-,T1,-,T2,-,-,-,-,-,-,-,T1,-,-,-,T2,-,T2,-,CHX,-,-,4.0,12.5625
41,person_9,-,-,-,-,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,T1,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,-,-,-,T1,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,T1,-,-,4.0,12.5625
42,person_1,COM,-,COM,-,-,-,-,-,-,-,M,-,M,-,COM,-,-,-,M,-,COM,-,M,-,M,-,DISP,-,DISP,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,COM,-,-,-,DISP,-,-,CHX,-,-,-,CHX,-,CHX,-,T1,-,-,4.0,12.5625
43,person_8,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,DISP,-,M,-,-,-,-,CHX,-,CHX,-,-,-,-,-,T2,-,-,-,-,COM,-,M,-,M,-,M,-,COM,-,DISP,-,4.0,12.5625
44,person_5,-,CHX,-,T1,-,-,-,T1,-,T2,-,-,-,T1,-,-,-,-,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,T1,-,-,-,-,-,-,M,-,M,-,M,-,-,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,-,5.0,12.4375
45,person_7,M,-,-,-,COM,-,-,T2,-,CHX,-,-,-,-,-,-,-,-,-,-,COM,-,-,-,M,-,DISP,-,DISP,-,-,-,M,-,M,-,M,-,M,-,COM,-,COM,-,-,-,DISP,-,COM,-,-,-,-,-,M,-,M,-,-,-,5.0,12.4375
46,person_4,-,-,-,-,-,T1,-,CHX,-,T1,-,T1,-,T2,-,T1,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,T1,-,T1,-,T1,-,-,COM,-,M,-,COM,-,M,-,M,-,-,-,5.0,12.4375
47,person_11,-,-,-,-,M,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,-,M,-,M,-,-,-,DISP,-,DISP,-,M,-,-,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,-,T2,-,T2,-,-,-,T1,-,T1,-,-,5.0,12.4375
