,Nurse,2023-10-01-mañana,2023-10-01-tarde,2023-10-02-mañana,2023-10-02-tarde,2023-10-03-mañana,2023-10-03-tarde,2023-10-04-mañana,2023-10-04-tarde,2023-10-05-mañana,2023-10-05-tarde,2023-10-06-mañana,2023-10-06-tarde,2023-10-07-mañana,2023-10-07-tarde,2023-10-08-mañana,2023-10-08-tarde,2023-10-09-mañana,2023-10-09-tarde,2023-10-10-mañana,2023-10-10-tarde,2023-10-11-mañana,2023-10-11-tarde,2023-10-12-mañana,2023-10-12-tarde,2023-10-13-mañana,2023-10-13-tarde,2023-10-14-mañana,2023-10-14-tarde,2023-10-15-mañana,2023-10-15-tarde,2023-10-16-mañana,2023-10-16-tarde,2023-10-17-mañana,2023-10-17-tarde,2023-10-18-mañana,2023-10-18-tarde,2023-10-19-mañana,2023-10-19-tarde,2023-10-20-mañana,2023-10-20-tarde,2023-10-21-mañana,2023-10-21-tarde,2023-10-22-mañana,2023-10-22-tarde,2023-10-23-mañana,2023-10-23-tarde,2023-10-24-mañana,2023-10-24-tarde,2023-10-25-mañana,2023-10-25-tarde,2023-10-26-mañana,2023-10-26-tarde,2023-10-27-mañana,2023-10-27-tarde,2023-10-28-mañana,2023-10-28-tarde,2023-10-29-mañana,2023-10-29-tarde,2023-10-30-mañana,2023-10-30-tarde,2023-10-31-mañana,2023-10-31-tarde,objective_1,objective_2
0,person_6,-,T1,-,T2,-,-,-,T2,-,CHX,-,CHX,-,-,-,T1,-,-,-,T1,-,T1,-,T1,-,T1,-,-,-,-,-,-,-,-,-,T2,-,CHX,-,T2,-,-,-,T1,-,-,-,-,-,CHX,-,T2,-,T2,-,-,-,-,-,-,COM,-,15.0,22.4375
1,person_5,-,-,M,-,-,-,-,-,-,-,-,-,M,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,-,-,-,-,-,-,-,-,COM,-,-,-,DISP,-,-,-,M,-,-,-,M,-,M,-,M,-,DISP,-,-,-,M,-,-,-,15.0,22.4375
2,person_1,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,M,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,M,-,-,T2,-,T2,15.0,22.4375
3,person_9,-,-,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,-,-,T1,-,-,-,-,-,CHX,-,T1,-,T1,-,-,-,-,-,-,-,CHX,-,T2,-,T2,-,T1,-,T1,-,T1,-,-,-,CHX,-,CHX,15.0,22.4375
4,person_3,-,-,-,-,-,CHX,-,CHX,-,T1,-,T2,-,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,CHX,-,-,-,T2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CHX,-,-,-,-,-,-,-,-,15.0,22.4375
5,person_10,-,-,-,CHX,-,T2,-,-,-,CHX,-,T1,-,-,-,-,-,T1,-,-,-,T2,-,-,-,T2,-,-,-,-,-,-,-,CHX,-,-,-,CHX,-,CHX,-,-,-,-,-,CHX,-,CHX,-,T1,-,CHX,-,CHX,-,-,-,-,-,CHX,-,-,15.0,22.4375
6,person_11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,-,-,-,-,-,-,M,-,-,-,M,-,-,T2,-,T1,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,-,15.0,22.4375
7,person_8,M,-,-,-,-,-,COM,-,-,-,COM,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,COM,-,COM,-,-,-,COM,-,-,-,-,-,-,T1,-,CHX,-,CHX,-,-,-,-,-,-,-,-,M,-,M,-,15.0,22.4375
8,person_4,DISP,-,-,T1,-,T1,-,CHX,-,T2,-,CHX,-,T1,-,-,-,CHX,-,T1,-,-,-,CHX,-,CHX,-,-,-,T1,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,-,-,COM,-,M,-,15.0,22.4375
9,person_2,-,-,COM,-,COM,-,M,-,M,-,M,-,-,-,-,-,-,T2,-,CHX,-,-,-,-,-,CHX,-,-,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,T1,-,-,M,-,COM,-,-,-,-,-,-,-,-,-,DISP,-,-,T1,-,T1,15.0,22.4375
10,person_7,-,T1,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,-,-,M,-,M,-,M,-,-,-,M,-,DISP,-,M,-,M,-,M,-,COM,-,M,-,-,-,-,-,M,-,COM,-,M,-,COM,-,M,-,-,-,-,T1,-,CHX,15.0,22.4375
