,Nurse,2022-04-01-mañana,2022-04-01-tarde,2022-04-02-mañana,2022-04-02-tarde,2022-04-03-mañana,2022-04-03-tarde,2022-04-04-mañana,2022-04-04-tarde,2022-04-05-mañana,2022-04-05-tarde,2022-04-06-mañana,2022-04-06-tarde,2022-04-07-mañana,2022-04-07-tarde,2022-04-08-mañana,2022-04-08-tarde,2022-04-09-mañana,2022-04-09-tarde,2022-04-10-mañana,2022-04-10-tarde,2022-04-11-mañana,2022-04-11-tarde,2022-04-12-mañana,2022-04-12-tarde,2022-04-13-mañana,2022-04-13-tarde,2022-04-14-mañana,2022-04-14-tarde,2022-04-15-mañana,2022-04-15-tarde,2022-04-16-mañana,2022-04-16-tarde,2022-04-17-mañana,2022-04-17-tarde,2022-04-18-mañana,2022-04-18-tarde,2022-04-19-mañana,2022-04-19-tarde,2022-04-20-mañana,2022-04-20-tarde,2022-04-21-mañana,2022-04-21-tarde,2022-04-22-mañana,2022-04-22-tarde,2022-04-23-mañana,2022-04-23-tarde,2022-04-24-mañana,2022-04-24-tarde,2022-04-25-mañana,2022-04-25-tarde,2022-04-26-mañana,2022-04-26-tarde,2022-04-27-mañana,2022-04-27-tarde,2022-04-28-mañana,2022-04-28-tarde,2022-04-29-mañana,2022-04-29-tarde,2022-04-30-mañana,2022-04-30-tarde,objective_1,objective_2
0,person_9,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,-,-,M,-,M,-,M,-,M,-,-,-,COM,-,COM,-,-,-,COM,-,COM,-,COM,-,-,-,-,-,-,-,DISP,-,M,-,COM,-,M,-,-,-,M,-,-,-,15.0,13.625
1,person_10,COM,-,-,-,COM,-,M,-,M,-,-,-,COM,-,M,-,COM,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,-,-,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,-,-,-,-,-,-,-,-,-,M,-,COM,-,DISP,-,15.0,13.625
2,person_6,-,CHX,-,-,-,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,T1,-,T1,-,-,-,T1,-,-,-,-,-,-,-,-,M,-,M,-,-,-,-,T2,-,T2,-,T2,-,CHX,-,CHX,-,T1,15.0,13.625
3,person_5,-,-,M,-,-,-,M,-,-,-,COM,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,-,-,M,-,DISP,-,-,-,M,-,-,-,-,-,COM,-,COM,-,COM,-,-,-,COM,-,-,CHX,-,CHX,-,CHX,-,CHX,-,T1,-,-,15.0,13.625
4,person_1,-,CHX,-,-,-,-,-,T1,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,COM,-,-,-,-,-,DISP,-,M,-,-,-,DISP,-,M,-,COM,-,M,-,COM,-,M,-,M,-,-,-,M,-,-,-,M,-,COM,-,M,-,M,-,15.0,13.625
5,person_8,-,-,M,-,-,-,-,-,M,-,COM,-,-,-,COM,-,-,-,DISP,-,-,T2,-,CHX,-,T1,-,T1,-,-,-,-,-,T1,-,T2,-,CHX,-,CHX,-,T1,-,CHX,-,-,-,T1,-,-,M,-,COM,-,-,-,-,-,-,-,15.0,13.625
6,person_11,-,-,COM,-,-,-,M,-,M,-,M,-,-,-,COM,-,M,-,-,-,COM,-,M,-,M,-,COM,-,-,-,M,-,-,-,COM,-,M,-,-,-,-,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,-,-,-,-,15.0,13.625
7,person_12,M,-,-,-,M,-,COM,-,COM,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,M,-,M,-,DISP,-,-,-,COM,-,-,CHX,-,T2,-,T2,-,CHX,-,CHX,-,-,-,-,COM,-,-,-,-,-,COM,-,COM,-,M,-,15.0,13.625
8,person_4,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,T1,-,CHX,-,-,-,T1,-,CHX,-,T1,-,CHX,-,-,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,CHX,-,T2,-,T1,-,-,COM,-,M,-,COM,-,M,-,-,-,-,-,15.0,13.625
9,person_3,-,T2,-,T1,-,-,M,-,-,-,-,-,M,-,M,-,DISP,-,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,-,-,-,M,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,CHX,-,T1,-,T1,-,T1,-,T2,-,-,15.0,13.625
