,Nurse,2022-04-01-mañana,2022-04-01-tarde,2022-04-02-mañana,2022-04-02-tarde,2022-04-03-mañana,2022-04-03-tarde,2022-04-04-mañana,2022-04-04-tarde,2022-04-05-mañana,2022-04-05-tarde,2022-04-06-mañana,2022-04-06-tarde,2022-04-07-mañana,2022-04-07-tarde,2022-04-08-mañana,2022-04-08-tarde,2022-04-09-mañana,2022-04-09-tarde,2022-04-10-mañana,2022-04-10-tarde,2022-04-11-mañana,2022-04-11-tarde,2022-04-12-mañana,2022-04-12-tarde,2022-04-13-mañana,2022-04-13-tarde,2022-04-14-mañana,2022-04-14-tarde,2022-04-15-mañana,2022-04-15-tarde,2022-04-16-mañana,2022-04-16-tarde,2022-04-17-mañana,2022-04-17-tarde,2022-04-18-mañana,2022-04-18-tarde,2022-04-19-mañana,2022-04-19-tarde,2022-04-20-mañana,2022-04-20-tarde,2022-04-21-mañana,2022-04-21-tarde,2022-04-22-mañana,2022-04-22-tarde,2022-04-23-mañana,2022-04-23-tarde,2022-04-24-mañana,2022-04-24-tarde,2022-04-25-mañana,2022-04-25-tarde,2022-04-26-mañana,2022-04-26-tarde,2022-04-27-mañana,2022-04-27-tarde,2022-04-28-mañana,2022-04-28-tarde,2022-04-29-mañana,2022-04-29-tarde,2022-04-30-mañana,2022-04-30-tarde,objective_1,objective_2
0,person_6,COM,-,DISP,-,-,-,-,T2,-,CHX,-,T2,-,T1,-,-,-,-,-,-,M,-,M,-,COM,-,DISP,-,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,CHX,-,T2,-,-,-,T1,-,CHX,-,-,0.0,10.25
1,person_9,M,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,-,-,M,-,-,-,M,-,DISP,-,DISP,-,DISP,-,-,-,M,-,M,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,-,-,-,-,M,-,M,-,-,-,0.0,10.25
2,person_5,-,-,M,-,-,-,M,-,COM,-,M,-,-,-,M,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,-,-,DISP,-,M,-,M,-,-,-,-,-,M,-,-,-,M,-,-,CHX,-,T1,-,CHX,-,-,-,-,-,-,0.0,10.25
3,person_4,M,-,-,-,DISP,-,COM,-,-,-,COM,-,M,-,-,-,DISP,-,-,-,-,CHX,-,CHX,-,T1,-,-,-,-,-,-,-,-,-,T2,-,T2,-,T1,-,T2,-,CHX,-,-,-,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,0.0,10.25
4,person_1,-,T2,-,-,-,-,M,-,-,-,M,-,COM,-,COM,-,-,-,-,-,-,T2,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,T2,-,-,-,-,-,T1,-,T2,-,-,-,T1,-,-,M,-,-,-,M,-,M,-,-,-,0.0,10.25
5,person_2,-,-,-,T1,-,-,-,CHX,-,T2,-,CHX,-,-,-,T1,-,T1,-,-,-,T2,-,CHX,-,CHX,-,T1,-,-,-,T1,-,-,-,CHX,-,T1,-,CHX,-,-,-,T1,-,T1,-,-,COM,-,M,-,M,-,-,-,-,-,-,-,0.0,10.25
6,person_8,M,-,DISP,-,-,-,-,CHX,-,T1,-,T1,-,T2,-,CHX,-,-,-,-,-,T1,-,-,-,T2,-,-,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,DISP,-,-,T1,-,CHX,-,T2,-,T2,-,T2,-,-,0.0,10.25
7,person_3,-,T1,-,-,-,T1,-,T1,-,CHX,-,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,T1,-,-,-,T1,-,T1,-,-,-,T2,-,-,COM,-,-,-,-,-,M,-,-,-,-,-,-,T2,-,CHX,-,T1,-,CHX,-,T1,-,T1,0.0,10.25
8,person_7,-,CHX,-,-,-,-,COM,-,M,-,-,-,-,-,-,-,-,-,DISP,-,COM,-,M,-,-,-,-,-,M,-,M,-,-,-,-,T1,-,CHX,-,T2,-,CHX,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,0.0,10.25
9,person_6,M,-,DISP,-,-,-,-,CHX,-,T2,-,CHX,-,T2,-,-,-,-,-,-,-,T2,-,T2,-,T1,-,T1,-,-,-,-,-,-,M,-,COM,-,COM,-,M,-,M,-,-,-,M,-,COM,-,M,-,M,-,-,-,M,-,M,-,2.0,9.250000000000002
10,person_9,M,-,-,-,DISP,-,M,-,COM,-,-,-,M,-,COM,-,-,-,M,-,COM,-,M,-,M,-,M,-,DISP,-,DISP,-,-,-,COM,-,M,-,M,-,COM,-,COM,-,DISP,-,-,-,-,T2,-,-,-,-,-,T2,-,T2,-,-,2.0,9.250000000000002
11,person_5,-,-,-,-,DISP,-,COM,-,M,-,COM,-,-,-,M,-,M,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,-,T1,-,CHX,-,CHX,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,-,2.0,9.250000000000002
12,person_4,-,CHX,-,-,-,-,M,-,M,-,COM,-,COM,-,-,-,-,-,DISP,-,M,-,COM,-,M,-,DISP,-,-,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,M,-,-,-,-,T2,-,T2,-,CHX,-,CHX,-,T1,-,-,2.0,9.250000000000002
13,person_1,-,T2,-,T1,-,-,M,-,-,-,M,-,M,-,M,-,-,-,-,-,-,T1,-,T1,-,-,-,T1,-,T1,-,T1,-,-,-,T2,-,-,-,-,-,CHX,-,CHX,-,T1,-,-,M,-,COM,-,-,-,M,-,M,-,-,-,2.0,9.250000000000002
14,person_2,-,-,-,-,-,T1,-,CHX,-,CHX,-,T1,-,-,-,T1,-,T1,-,-,-,CHX,-,T2,-,CHX,-,T1,-,-,-,T1,-,-,-,T1,-,CHX,-,T1,-,T1,-,T1,-,-,-,-,-,CHX,-,T1,-,T2,-,-,-,-,-,CHX,2.0,9.250000000000002
15,person_8,COM,-,-,-,M,-,COM,-,COM,-,M,-,COM,-,M,-,DISP,-,-,-,M,-,M,-,-,-,DISP,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,-,-,-,-,DISP,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,2.0,9.250000000000002
16,person_3,-,T1,-,-,-,-,-,T2,-,T1,-,-,-,CHX,-,T2,-,-,-,T1,-,T1,-,T2,-,-,-,T1,-,T1,-,-,-,T1,-,CHX,-,T2,-,-,-,-,-,T1,-,-,-,T1,-,T2,-,CHX,-,T1,-,T1,-,CHX,-,T1,2.0,9.250000000000002
17,person_7,M,-,M,-,-,-,-,T1,-,T2,-,T2,-,T1,-,CHX,-,-,-,-,-,-,-,CHX,-,T2,-,-,-,-,-,-,-,-,-,CHX,-,T1,-,T2,-,T2,-,T1,-,-,-,-,M,-,-,-,M,-,M,-,M,-,DISP,-,2.0,9.250000000000002
18,person_6,M,-,DISP,-,-,-,M,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,M,-,COM,-,M,-,-,-,-,-,DISP,-,COM,-,M,-,M,-,M,-,-,-,DISP,-,-,-,M,-,COM,-,M,-,M,-,M,-,-,-,3.0,8.9375
19,person_9,COM,-,-,-,DISP,-,COM,-,COM,-,COM,-,M,-,COM,-,-,-,M,-,COM,-,-,-,M,-,M,-,M,-,-,-,M,-,M,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,-,T1,-,-,-,-,-,T1,-,CHX,-,-,3.0,8.9375
20,person_5,-,-,-,-,M,-,COM,-,COM,-,COM,-,-,-,M,-,M,-,-,-,COM,-,COM,-,COM,-,DISP,-,-,-,M,-,-,-,-,T2,-,CHX,-,T2,-,-,-,CHX,-,-,-,-,M,-,M,-,M,-,-,-,-,-,DISP,-,3.0,8.9375
21,person_4,-,CHX,-,-,-,-,-,T1,-,CHX,-,T2,-,T2,-,-,-,-,-,-,-,CHX,-,CHX,-,T2,-,T1,-,-,-,-,-,-,M,-,M,-,COM,-,M,-,M,-,M,-,-,-,COM,-,M,-,M,-,COM,-,M,-,M,-,3.0,8.9375
22,person_1,-,T2,-,T1,-,-,-,CHX,-,-,-,CHX,-,T1,-,T2,-,-,-,T1,-,-,M,-,-,-,DISP,-,DISP,-,-,-,-,-,-,T2,-,-,-,-,-,T1,-,CHX,-,-,-,T1,-,T2,-,T2,-,-,-,T2,-,T1,-,T1,3.0,8.9375
